year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,final_price,final_bids,date_sold,status,bids,price,sale_price,time_remaining_or_date_sold
2010.0,Mercedes,Benz,C220 CDI Classic W204 Turbo Diesel Automatic Sedan,Sedan,5,2010-10,2010-11,WDD2040022A462602,DB18AR,NSW,"Sold Unregistered, Without Plates",,4,2.1,Diesel,Automatic,229086,km,Silver,Brown,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10349124/motor-vehicles-motor-cycles/2010-mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Satellite Navigation System, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 324",,,2025-06-17,sold,3.0,"$1,300","$1,300",
2011.0,Mercedes,Benz,C250 CDI Elegance W204 Turbo Diesel Automatic Sedan,Sedan,5,2011-04,2011-06,WDD2040032A557694,EUE09Y,NSW,"Sold Unregistered, Without Plates",,4,2.1,Diesel,Automatic,252425,km,Black,Cream,Yes,No,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10348370/motor-vehicles-motor-cycles/2011-mercedes-benz-c250-cdi-elegance-w204-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Large Scratch on Rear bumper bar","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 453",,,2025-04-22,sold,61.0,"$5,209","$5,209",
2011.0,Mercedes,Benz,C250 CDI Elegance W204 Turbo Diesel Automatic Sedan,Sedan,5,2011-05,2011-06,WDD2040032A560336,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4,2.1,Diesel,Automatic,"185346 - Odometer has been tampered with, true kms unknown, see attached history report.",km,Silver,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21044671/motor-vehicles-motor-cycles/2011-mercedes-benz-c250-cdi-elegance-w204-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Front Bumper
Odometer Inaccurate.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1228 (339939)",,,2025-03-09,sold,46.0,"$4,600","$4,600",
2011.0,Mercedes,Benz,C250 CDI Elegance W204 T/D Auto Sedan (WOVR-INSPECTED),Sedan,5,2011-08,2011-09,WDD2040032A605117,CRB869,VIC,27-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.1,Diesel,Automatic,273277,km,Grey,Beige Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055502/motor-vehicles-motor-cycles/2011-mercedes-benz-c250-cdi-elegance-w204-t-d-auto-sedan-wovr-inspected,"Front Seat worn Both
Medium Scratch on Rhs doors
Medium Dent on Rear bar","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 231 (357106)",,,2025-09-03,sold,34.0,"$2,109","$2,109",
2011.0,Mercedes,Benz,C250 CDI Elegance W204 Turbo Diesel Automatic Sedan,Sedan,5,2011-08,2011-9,WDD2040032A605844,YELINA,NSW,"Sold Unregistered, Without Plates",,4,2.1,Diesel,Automatic,122163,km,Grey,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10348107/motor-vehicles-motor-cycles/2011-mercedes-benz-c250-cdi-elegance-w204-turbo-diesel-automatic-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 318",,,2025-04-08,sold,45.0,"$7,363","$7,363",
2011.0,Mercedes,Benz,C250 CDI Elegance W204 Turbo Diesel Automatic Sedan,Sedan,5,2011-08,2011-10,WDD2040032A609747,1IM7RY,VIC,11-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.1,Diesel,Automatic,121746,km,Silver,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052854/motor-vehicles-motor-cycles/2011-mercedes-benz-c250-cdi-elegance-w204-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Rear bumper, small scratches over the body","Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 962 (352478)",,,2025-07-23,sold,107.0,"$7,200","$7,200",
2012.0,Mercedes,Benz,C250 CDI Elegance BE W204 Turbo Diesel Automatic Sedan,Sedan,5,2012-05,2012-07,WDD2040032A737399,ZIB965,VIC,09-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.1,Diesel,Automatic,291394,km,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045528/motor-vehicles-motor-cycles/2012-mercedes-benz-c250-cdi-elegance-be-w204-turbo-diesel-automatic-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Satellite Navigation System, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 40 (341703)",,,2025-03-20,sold,54.0,"$4,300","$4,300",
2012.0,Mercedes,Benz,C250 CDI Elegance BE W204 Turbo Diesel Automatic Sedan,Sedan,5,2012-07,2012-08,WDD2040032A754664,FMR84K,NSW,"Sold Unregistered, Without Plates",,4,2.1,Diesel,Automatic,172912,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10348302/motor-vehicles-motor-cycles/2012-mercedes-benz-c250-cdi-elegance-be-w204-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Large Dent on Driver side rear door","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 410",,,2025-04-22,sold,47.0,"$6,300","$6,300",
2012.0,Mercedes,Benz,C250 CDI Elegance W204 Turbo Diesel Automatic Sedan,Sedan,5,2012-11,2013-02,WDD2040032A817333,1ECX295,WA,26-02-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4,2.1,Diesel,Automatic,249492,km,Silver,Black,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9058521/motor-vehicles-motor-cycles/2012-mercedes-benz-c250-cdi-elegance-w204-turbo-diesel-automatic-sedan,"Front Seat Marks Driver’s seat
Engine light ON
Dents or marks on body consistent with age and kilometres.
Transmission Requires attention Strongly recommend inspection by qualified third party","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 41B",,,2025-04-09,sold,36.0,"$2,409","$2,409",
2013.0,Mercedes,Benz,C250 CDI Elegance W204 Turbo Diesel Automatic Sedan,Sedan,5,2013-08,2013-10,WDD2040032A905429,2BP3MZ,VIC,29-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.1,Diesel,Automatic,255121,km,Silver,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21047281/motor-vehicles-motor-cycles/2013-mercedes-benz-c250-cdi-elegance-w204-turbo-diesel-automatic-sedan,"Medium Scratch on Passenger Side rear door
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front, Seats, Hill Holder System, Leather Trim, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 467a (342487)",,,2025-04-20,sold,14.0,"$6,000","$6,000",
,Benz,C220,Import Automatic Sedan,,5,Unable to locate,2012-01,WDD2040082A058002,YVG657,VIC,17/04/2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.1,Diesel,Automatic,199090,km,Silver,Cream,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21047322/motor-vehicles-motor-cycles/mercedes-benz-c220-import-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Front bumper
Medium Scratch on Rear bumper","Air Conditioning, Central Locking, Cruise Control, Electric Windows, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 293 (344161)",,,2025-04-16,sold,88.0,"$5,100","$5,100",
2008.0,Mercedes,Benz,C220 CDI Classic W204 Turbo Diesel Automatic Sedan,Sedan,5,2008-03,Unable to locate,WDD2040082A149713,1EPS761,WA,14-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4,2.1,Diesel,Automatic,384601,km,Navy Blue,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062459/motor-vehicles-motor-cycles/2008-mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,"Other Warning light ON
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various spots around vehicle
Door card Worn.
Paint cracked various panels","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 33A",,,2025-08-12,sold,21.0,"$2,009","$2,009",
2008.0,Mercedes,Benz,C220 CDI Classic W204 Turbo Diesel Automatic Sedan,Sedan,5.0,2008-04,2008-05,WDD2040082A157211,WKC901,VIC,"Sold Unregistered, Without Plates",0.0,4.0,2.1,Diesel,Automatic,138527,km,Grey,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21058983/motor-vehicles-motor-cycles/2008-mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Flat Battery. Jump start or towing required
Seat Torn Driver seat
Medium Scratch on Around vehicle.
Vehicle has been garaged for 3 years.","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Hill Holder System, Power Steering, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 604 (362542)",,,,sold,43.0,3409.0,3409.0,
2008.0,Mercedes,Benz,C220 CDI Classic W204 Turbo Diesel Automatic Sedan,Sedan,5,2008-07,2009-04,WDD2040082A210976,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4,2.1,Diesel,Automatic,210117,km,Grey,Black Leather,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21049822/motor-vehicles-motor-cycles/2008-mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 639 (348220)",,,2025-06-02,sold,43.0,"$2,709","$2,709",
2009.0,Mercedes,Benz,C220 CDI Classic W204 Turbo Diesel Automatic Sedan,Sedan,5,2009-04,2009-06,WDD2040082A287322,XCJ245,VIC,16-06-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.1,Diesel,Automatic,192478,km,White,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21053525/motor-vehicles-motor-cycles/2009-mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,"Medium Scratch on Various parts on panels
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Various parts on panels
Front Seat Scratches Driver seat","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather trim, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1067D (354169)",,,2025-07-31,sold,53.0,"$3,450","$3,450",
2009.0,Mercedes,Benz,C220 CDI Classic W204 Turbo Diesel Automatic Sedan,Sedan,5,2009-05,2009-06,WDD2040082A289595,XDA297,VIC,01-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.1,Diesel,Automatic,235377,km,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21049862/motor-vehicles-motor-cycles/2009-mercedes-benz-c220-cdi-classic-w204-turbo-diesel-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front bumper","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, 571, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1191 (347111)",,,2025-06-02,sold,46.0,"$3,709","$3,709",
2007.0,Mercedes,Benz,C-Class CDI Elegance W204 Turbo Diesel Automatic Sedan,Sedan,5,2007-10,2007-12,WDD2040222A088002,WFA724,VIC,11-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6,3,Diesel,Automatic,211825,km,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054985/motor-vehicles-motor-cycles/2007-mercedes-benz-c-class-cdi-elegance-w204-turbo-diesel-automatic-sedan,"Engine idling rough
Oil Leak
Engine light ON
Dents or marks on body consistent with age and kilometres.
Medium Dent on Various parts on panels
Paint peeling Various parts on panels
Paint fading Various parts on panels
Front Seat Scratches Driver seat
Airbag light ON","Central Locking, Electric Windows, Leather Trim, Park Distance Control Rear, Power Steering, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1089c (355688)",,,2025-08-24,sold,14.0,"$1,309","$1,309",
2007.0,Mercedes,Benz,C200 Kompressor Classic W204 Automatic Sedan,Sedan,5,2007-05,2007-07,WDD2040412A024921,1WR9LF,VIC,04-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.8,Petrol,Automatic,0,km,Black,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054217/motor-vehicles-motor-cycles/2007-mercedes-benz-c200-kompressor-classic-w204-automatic-sedan,"Medium Dent on Around exterior
Dents or marks on body consistent with age and kilometres.
Paint fading Roof
Front Seat worn Driver seat","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather trim, MP3 Capability, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 346 (355133)",,,2025-08-12,sold,25.0,"$2,450","$2,450",
