year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,referral_reason,status
2010.0,Holden,Sportwagon,SV6 VE Automatic Wagon,Wagon,5.0,2010-01,2010-01,6G1EK8EV7AL429179,,,"Sold Unregistered, Without Plates",,6.0,3.6,Petrol,Automatic,169558,km,Orange,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049358/motor-vehicles-motor-cycles/2010-holden-sportwagon-sv6-ve-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Park Distance Control Rear, Power Steering, Reverse camera, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 100",35.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2007.0,Mitsubishi,Triton,4X4 GLX-R DOUBLE CAB ML Automatic Dual Cab,Dual Cab Chassis,5.0,2007 - 05,2007 - 06,MMBJRKB907D122693,,,"Sold Unregistered, Without Plates",,6.0,3.5,Petrol,Automatic,196806,km,Grey,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049359/motor-vehicles-motor-cycles/2007-mitsubishi-triton-4x4-glx-r-double-cab-ml-automatic-dual-cab,"Engine light ON
Transmission Requires attention Strongly recommend inspection by qualified third party
Engine lacks power","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 94",24.0,,,"Engine light ON
Transmission Requires attention Strongly recommend inspection by qualified third party
Engine lacks power",referred
2013.0,Toyota,Yaris,YR NCP130R Manual Hatchback,Hatchback,5.0,2013 - 12,2014 - 01,JTDKW3D380D549046,,,"Sold Unregistered, Without Plates",,4.0,1.3,Petrol,Manual,165587,km,White,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049360/motor-vehicles-motor-cycles/2013-toyota-yaris-yr-ncp130r-manual-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 30",38.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
1996.0,Toyota,Landcruiser,Manual Ute,,3.0,Unable to locate,1996-10,JT731PJ7508539899,,,"Sold Unregistered, Without Plates",,6.0,0,Diesel,Manual - 5 Speed,366527,km,White,Other,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049361/motor-vehicles-motor-cycles/1996-toyota-landcruiser-manual-ute,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bull Bar with spotlights, Cassette player, UHF Radio, Power Steering, Snorkel, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 46",52.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2008.0,Volkswagen,Touareg,3.0 V6 TDI 7L Turbo Diesel Automatic Wagon,Wagon,5.0,2008 - 05,2009 - 03,WVGZZZ7LZ8D077572,,,"Sold Unregistered, Without Plates",,6.0,3,Diesel,Automatic,189173,km,Black,Black Leather,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60049367/motor-vehicles-motor-cycles/2008-volkswagen-touareg-3-0-v6-tdi-7l-turbo-diesel-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, Park Distance Control Front, Park Distance Control Rear, Power Steering, Roof Rail, Navigation, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 9B",46.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2011.0,Mercedes,Benz,ML300 CDI BLUE EFFICIENCY W164 T/D Auto Wagon,Wagon,5.0,2011-04,2011-05,WDC1641212A728586,,,"Sold Unregistered, Without Plates",,6.0,3,Diesel,Automatic,326140,km,Silver,Multi,Yes,No,No,No,Yes,SA,https://www.grays.com/lot/0001-60049371/motor-vehicles-motor-cycles/2011-mercedes-benz-ml300-cdi-blue-efficiency-w164-t-d-auto-wagon,Engine lacks power,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated seats, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reverse camera, Roof Rail, Navigation, Sunroof, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 88",16.0,,,Engine lacks power,referred
2016.0,Jaguar,XE,20d R-SPORT Turbo Diesel Automatic - 8 Speed Sedan,Sedan,5.0,2016-06,Unable to locate,SAJAB4AN3HA957388,FTK58W,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Diesel,Automatic - 8 Speed,172848,km,Burgundy,Red Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912852/motor-vehicles-motor-cycles/2016-jaguar-xe-20d-r-sport-turbo-diesel-automatic-8-speed-sedan,Dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite Navigation System, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",137.0,,,Dents or marks on body consistent with age and kilometres.,referred
2013.0,Ford,Focus,ST LW Manual Hatchback,Hatchback,5.0,2013-12,2014-02,WF0KXXGCBKDE39343,CVC21S,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Manual,192464,km,White,Black Leather,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10912853/motor-vehicles-motor-cycles/2013-ford-focus-st-lw-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Rear Bumper","Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",53.0,,,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Rear Bumper",referred
2010.0,BMW,1,Series 118i E87 Automatic Hatchback,Hatchback,5.0,Unable to locate,2010-10,WBAUE72060E017717,,,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,98402,km,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,QLD,https://www.grays.com/lot/0001-50517172/motor-vehicles-motor-cycles/2010-bmw-1-series-118i-e87-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Engine light ON
Paint cracked rh side bonnet","Air Conditioning, CD Player, Climate Control, Driver Airbag, Electric Windows, Leather Trim, Park Distance Control Front, Park Distance Control Rear, Power Steering, Sunroof, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-574 GV361055",38.0,,,"Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Engine light ON
Paint cracked rh side bonnet",referred
2016.0,Hyundai,i30,Premium GD Turbo Diesel Automatic Hatchback,Hatchback,5.0,2016-03,2016-05,KMHD351UVHU343159,DO94RD,NSW,21-08-2026 Registration will only be transferred to the registered bidder who must hold a valid NSW License otherwise vehicle will be sold unregistered.,0.0,4.0,1.6,Diesel,Automatic,140974,km,Black,Black,Yes,Yes,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351121/motor-vehicles-motor-cycles/2016-hyundai-i30-premium-gd-turbo-diesel-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 207 (357430)",129.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2017.0,Nissan,X-Trail,Hybrid Automatic SUV,,5.0,2017-10,2024-03,6ZZH00HNT32164877,No plates,,"Sold Unregistered, Without Plates",0.0,4.0,2,Hybrid,Automatic - 4 Speed,104979,km,Orange,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10351162/motor-vehicles-motor-cycles/2017-nissan-x-trail-hybrid-automatic-suv,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Air Conditioning doesn`t work.","Air Conditioning, Central Locking, Climate Control, Driver Airbag, Electric Windows, Heated front seats, Leather trim, Park Distance Control Front, Park distance control rear, Power Steering, Reversing Camera, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 340 (360699)",151.0,,,"Please refer to the photos or arrange inspection to view the condition of this vehicle.
Air Conditioning doesn`t work.",referred
2014.0,Toyota,Landcruiser,Workmate VDJ79R Turbo Diesel Manual Cab Chassis,Cab Chassis,2.0,2014-12,2015-01,JTELV71J500034879,EEA42P,NSW,"Sold Unregistered, Without Plates",,8.0,4.5,Diesel,Manual,164755,km,Grey,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10351173/motor-vehicles-motor-cycles/2014-toyota-landcruiser-workmate-vdj79r-turbo-diesel-manual-cab-chassis,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bull bar, Driver Airbag, Power Steering, Crash Test Star Rating 3, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 113 (360797)",240.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2010.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3.0,2010-09,2010-10,KMFWBX7JMBU293490,BSZ01Q,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.5,Diesel,Automatic,323718,km,White,Grey,Yes,No,Yes,Partial,Yes,NSW,https://www.grays.com/lot/0001-10351176/motor-vehicles-motor-cycles/2010-hyundai-iload-tq-turbo-diesel-automatic-van,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Location: Rear of 5 Holbeche Road, Arndell Park, NSW, 2148, Key No: 444 (361702)",43.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2014.0,Ford,Focus,ST LW Manual Hatchback,Hatchback,5.0,2014-03,2014-05,WF0KXXGCBKES25668,FBT36H,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Manual,189678,km,Blue,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10912854/motor-vehicles-motor-cycles/2014-ford-focus-st-lw-manual-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2011.0,Mini,Cooper,COUNTRYMAN R60 Automatic Wagon,Wagon,4.0,2011-02,2012-02,WMWZB32010WL88818,EGX02J,NSW,"Sold Unregistered, Without Plates",0.0,4.0,1.6,Petrol,Automatic,112048,km,Blue,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912856/motor-vehicles-motor-cycles/2011-mini-cooper-countryman-r60-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Sunroof, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2008.0,Volkswagen,Golf,1.6 Edition A5 Automatic Hatchback,Hatchback,5.0,2008-08,2008-09,WVWZZZ1KZ9U004882,BHK41J,NSW,"Sold Unregistered, Without Plates",0.0,4.0,1.6,Petrol,Automatic,137592,km,White,Grey,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10912857/motor-vehicles-motor-cycles/2008-volkswagen-golf-1-6-edition-a5-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Traction control light ON
Hood Lining Sagging
Door card Worn.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",20.0,,,"Dents or marks on body consistent with age and kilometres.
Traction control light ON
Hood Lining Sagging
Door card Worn.",referred
2010.0,Holden,Ute,SS V VE Manual Ute,Ute,2.0,2010-05,2010-05,6G1EP4EHXAL452007,FTB05W,NSW,"30-11-2025 - Registration will only be transferred to the registered bidder who must hold a NSW Licence, otherwise, vehicle will be sold unregistered.",0.0,8.0,6,Petrol,Manual,242779,km,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912859/motor-vehicles-motor-cycles/2010-holden-ute-ss-v-ve-manual-ute,"Paint peeling Clear coat peeling on hard lid, and top of plastic cover
Medium Dent on On bonnet
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",136.0,,,"Paint peeling Clear coat peeling on hard lid, and top of plastic cover
Medium Dent on On bonnet
Dents or marks on body consistent with age and kilometres.",referred
2015.0,Holden,Trax,ACTIVE SPECIAL EDTN TJ Automatic Wagon,Wagon,5.0,2015-03,2015-04,KL3BA7659FB167676,CYL30P,NSW,"Sold Unregistered, Without Plates",0.0,4.0,1.8,Petrol,Automatic,171487,km,Grey,Grey,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912860/motor-vehicles-motor-cycles/2015-holden-trax-active-special-edtn-tj-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2004.0,Lexus,ES,ES300 MCV30R Automatic Sedan,Sedan,5.0,2004-01,Unable to locate,JTHBF30G906026873,DK27WP,NSW,"Sold Unregistered, Without Plates",0.0,6.0,3,Petrol,Automatic,248104,km,Silver,Grey,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912862/motor-vehicles-motor-cycles/2004-lexus-es-es300-mcv30r-automatic-sedan,"Medium Dent on Drivers door
Medium Scuff on Front bumper","CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Power Steering, Satellite navigation system, Location: 46 Clyde Street, Hamilton North, NSW, 2292",11.0,,,"Medium Dent on Drivers door
Medium Scuff on Front bumper",referred
2010.0,Audi,TT,2.0 TFSI 8J Automatic Coupe,Coupe,4.0,2010-10,2011-06,TRUZZZ8J2B1010076,FGG89N,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2,Petrol,Automatic,209877,km,Bronze,Black Leather,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912863/motor-vehicles-motor-cycles/2010-audi-tt-2-0-tfsi-8j-automatic-coupe,Dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Location: 46 Clyde Street, Hamilton North, NSW, 2292",81.0,,,Dents or marks on body consistent with age and kilometres.,referred
2013.0,Holden,Cruze,CD JH Automatic Sedan,Sedan,5.0,2013-07,2013-07,6G1PD5EM3EL919892,DJ27LJ,NSW,"Sold Unregistered, Without Plates",0.0,4.0,1.8,Petrol,Automatic,181152,km,Black,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912864/motor-vehicles-motor-cycles/2013-holden-cruze-cd-jh-automatic-sedan,"Medium Dent on Left rear quarter
Medium Scratch on Right rear quarter and left rear quarter
Paint fading On bonnet and roof
Dents or marks on body consistent with age and kilometres.
Engine overheating, tow advisable.","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",6.0,,,"Medium Dent on Left rear quarter
Medium Scratch on Right rear quarter and left rear quarter
Paint fading On bonnet and roof
Dents or marks on body consistent with age and kilometres.
Engine overheating, tow advisable.",referred
2018.0,Mazda,BT-50,4X2 XT Turbo Diesel Automatic Cab Chassis,Cab Chassis,2.0,2018-02,2018-03,MM0UR0YE100826825,DVU98P,NSW,"Sold Unregistered, Without Plates",0.0,4.0,2.2,Diesel,Automatic,256470,km,White,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10912865/motor-vehicles-motor-cycles/2018-mazda-bt-50-4x2-xt-turbo-diesel-automatic-cab-chassis,"Front Cracked bumper.
Medium Scuff on Front bumper
Medium Dent on Left door and left panel behind door, on bonnet and small on roof,","Air Conditioning, Bluetooth Capability, CD Player, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",70.0,,,"Front Cracked bumper.
Medium Scuff on Front bumper
Medium Dent on Left door and left panel behind door, on bonnet and small on roof,",referred
2013.0,Jeep,Grand,Cherokee Laredo (4x4) WK T/Diesel Automatic - 8 Speed Wagon,Wagon,5.0,2013-06,2013-08,1C4RJFEM2EC166402,CXK38B,NSW,"Sold Unregistered, Without Plates",0.0,6.0,3,Diesel,Automatic - 8 Speed,243503,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912866/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-laredo-4x4-wk-t-diesel-automatic-8-speed-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",28.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
